04/16-14:46:30.611213 ,"ICMP connection attempt",192.168.1.10,,172.16.115.20,,14717
04/16-15:46:19.086644 ,"TELNET connection attempt",196.37.75.158,6556,172.16.112.100,80,51277
04/16-15:46:19.088805 ,"TELNET connection attempt",196.37.75.158,6620,172.16.112.100,80,51279
04/16-15:46:19.089736 ,"TELNET connection attempt",196.37.75.158,6620,172.16.112.100,80,51280
04/16-15:46:19.090465 ,"TELNET connection attempt",196.37.75.158,6620,172.16.112.100,80,51281
04/16-15:46:19.095961 ,"TELNET connection attempt",196.37.75.158,6620,172.16.112.100,80,51282
04/16-15:46:19.096550 ,"TELNET connection attempt",196.37.75.158,6620,172.16.112.100,80,51283
04/16-15:46:28.758091 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59541
04/16-15:46:28.762700 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59542
04/16-15:46:28.763009 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59543
04/16-15:46:28.787056 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59546
04/16-15:46:28.791722 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59547
04/16-15:46:28.793823 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59549
04/16-15:46:28.794190 ,"TELNET connection attempt",172.16.115.87,33088,208.209.46.37,80,59550
04/16-15:46:37.557638 ,"TELNET connection attempt",172.16.116.44,33089,207.46.179.15,80,59625
04/16-15:46:37.565051 ,"TELNET connection attempt",172.16.116.44,33089,207.46.179.15,80,59626
04/16-15:46:37.565217 ,"TELNET connection attempt",172.16.116.44,33089,207.46.179.15,80,59627
04/16-15:46:37.585042 ,"TELNET connection attempt",172.16.116.44,33089,207.46.179.15,80,59629
04/16-15:46:37.585420 ,"TELNET connection attempt",172.16.116.44,33089,207.46.179.15,80,59630
04/16-15:46:37.590133 ,"TELNET connection attempt",172.16.116.44,33090,207.46.176.50,80,59635
04/16-15:46:37.594509 ,"TELNET connection attempt",172.16.116.44,33090,207.46.176.50,80,59637
04/16-15:46:37.594764 ,"TELNET connection attempt",172.16.116.44,33090,207.46.176.50,80,59638
04/16-15:46:37.612918 ,"TELNET connection attempt",172.16.116.44,33090,207.46.176.50,80,59641
04/16-15:46:37.613270 ,"TELNET connection attempt",172.16.116.44,33090,207.46.176.50,80,59642
04/16-15:46:37.617273 ,"TELNET connection attempt",172.16.116.44,33091,207.46.179.15,80,59646
04/16-15:46:37.622436 ,"TELNET connection attempt",172.16.116.44,33091,207.46.179.15,80,59647
04/16-15:46:37.622674 ,"TELNET connection attempt",172.16.116.44,33091,207.46.179.15,80,59648
04/16-15:46:37.641202 ,"TELNET connection attempt",172.16.116.44,33091,207.46.179.15,80,59650
04/16-15:46:37.641551 ,"TELNET connection attempt",172.16.116.44,33091,207.46.179.15,80,59651
04/16-15:46:37.645388 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59655
04/16-15:46:37.649184 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59656
04/16-15:46:37.649455 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59657
04/16-15:46:37.691840 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59661
04/16-15:46:37.701814 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59665
04/16-15:46:37.712091 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59669
04/16-15:46:37.722376 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59672
04/16-15:46:37.733927 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59676
04/16-15:46:37.741768 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59677
04/16-15:46:37.742306 ,"TELNET connection attempt",172.16.116.44,33092,207.46.179.15,80,59680
04/16-15:46:51.253298 ,"TELNET connection attempt",196.37.75.158,6683,172.16.112.100,80,51308
04/16-15:46:51.254273 ,"TELNET connection attempt",196.37.75.158,6683,172.16.112.100,80,51309
04/16-15:46:51.254975 ,"TELNET connection attempt",196.37.75.158,6683,172.16.112.100,80,51310
04/16-15:46:51.278187 ,"TELNET connection attempt",196.37.75.158,6683,172.16.112.100,80,51311
04/16-15:46:51.278837 ,"TELNET connection attempt",196.37.75.158,6683,172.16.112.100,80,51312
04/16-15:46:51.284185 ,"TELNET connection attempt",196.37.75.158,6684,172.16.112.100,80,51314
04/16-15:46:51.285148 ,"TELNET connection attempt",196.37.75.158,6684,172.16.112.100,80,51315
04/16-15:46:51.285857 ,"TELNET connection attempt",196.37.75.158,6684,172.16.112.100,80,51316
04/16-15:46:51.299084 ,"TELNET connection attempt",196.37.75.158,6684,172.16.112.100,80,51317
04/16-15:46:51.301074 ,"TELNET connection attempt",196.37.75.158,6684,172.16.112.100,80,51318
04/16-15:46:51.301387 ,"TELNET connection attempt",196.37.75.158,6684,172.16.112.100,80,51319
04/16-15:46:51.303464 ,"TELNET connection attempt",196.37.75.158,6685,172.16.112.100,80,51321
04/16-15:46:51.304380 ,"TELNET connection attempt",196.37.75.158,6685,172.16.112.100,80,51322
04/16-15:46:51.305109 ,"TELNET connection attempt",196.37.75.158,6685,172.16.112.100,80,51323
04/16-15:46:51.311376 ,"TELNET connection attempt",196.37.75.158,6685,172.16.112.100,80,51324
04/16-15:46:51.312066 ,"TELNET connection attempt",196.37.75.158,6685,172.16.112.100,80,51325
04/16-15:46:51.314202 ,"TELNET connection attempt",196.37.75.158,6686,172.16.112.100,80,51327
04/16-15:46:51.315149 ,"TELNET connection attempt",196.37.75.158,6686,172.16.112.100,80,51328
04/16-15:46:51.315867 ,"TELNET connection attempt",196.37.75.158,6686,172.16.112.100,80,51329
04/16-15:46:51.323453 ,"TELNET connection attempt",196.37.75.158,6686,172.16.112.100,80,51330
04/16-15:46:51.323975 ,"TELNET connection attempt",196.37.75.158,6686,172.16.112.100,80,51331
04/16-15:46:51.326098 ,"TELNET connection attempt",196.37.75.158,6687,172.16.112.100,80,51333
04/16-15:46:51.327015 ,"TELNET connection attempt",196.37.75.158,6687,172.16.112.100,80,51334
04/16-15:46:51.327767 ,"TELNET connection attempt",196.37.75.158,6687,172.16.112.100,80,51335
04/16-15:46:51.335044 ,"TELNET connection attempt",196.37.75.158,6687,172.16.112.100,80,51336
04/16-15:46:51.335447 ,"TELNET connection attempt",196.37.75.158,6687,172.16.112.100,80,51337
04/16-15:46:51.337592 ,"TELNET connection attempt",196.37.75.158,6688,172.16.112.100,80,51339
04/16-15:46:51.338519 ,"TELNET connection attempt",196.37.75.158,6688,172.16.112.100,80,51340
04/16-15:46:51.339252 ,"TELNET connection attempt",196.37.75.158,6688,172.16.112.100,80,51341
04/16-15:46:51.346302 ,"TELNET connection attempt",196.37.75.158,6688,172.16.112.100,80,51342
04/16-15:46:51.346717 ,"TELNET connection attempt",196.37.75.158,6688,172.16.112.100,80,51343
04/16-15:46:51.348813 ,"TELNET connection attempt",196.37.75.158,6700,172.16.112.100,80,51345
04/16-15:46:51.349760 ,"TELNET connection attempt",196.37.75.158,6700,172.16.112.100,80,51346
04/16-15:46:51.350507 ,"TELNET connection attempt",196.37.75.158,6700,172.16.112.100,80,51347
04/16-15:46:51.356008 ,"TELNET connection attempt",196.37.75.158,6700,172.16.112.100,80,51348
04/16-15:46:51.356606 ,"TELNET connection attempt",196.37.75.158,6700,172.16.112.100,80,51349
04/16-15:46:53.208518 ,"TELNET connection attempt",172.16.116.194,33100,131.84.1.31,80,59865
04/16-15:46:53.214755 ,"TELNET connection attempt",172.16.116.194,33100,131.84.1.31,80,59866
04/16-15:46:53.214937 ,"TELNET connection attempt",172.16.116.194,33100,131.84.1.31,80,59867
04/16-15:46:53.242012 ,"TELNET connection attempt",172.16.116.194,33100,131.84.1.31,80,59871
04/16-15:46:53.247968 ,"TELNET connection attempt",172.16.116.194,33100,131.84.1.31,80,59873
04/16-15:46:53.248351 ,"TELNET connection attempt",172.16.116.194,33100,131.84.1.31,80,59874
04/16-15:46:53.260362 ,"TELNET connection attempt",172.16.116.194,33101,131.84.1.31,80,59880
04/16-15:46:53.264753 ,"TELNET connection attempt",172.16.116.194,33101,131.84.1.31,80,59881
04/16-15:46:53.264998 ,"TELNET connection attempt",172.16.116.194,33101,131.84.1.31,80,59882
04/16-15:46:53.286043 ,"TELNET connection attempt",172.16.116.194,33101,131.84.1.31,80,59885
04/16-15:46:53.286401 ,"TELNET connection attempt",172.16.116.194,33101,131.84.1.31,80,59886
04/16-15:46:53.291079 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59890
04/16-15:46:53.294061 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59891
04/16-15:46:53.294280 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59892
04/16-15:46:53.322013 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59896
04/16-15:46:53.331999 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59900
04/16-15:46:53.335698 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59901
04/16-15:46:53.336031 ,"TELNET connection attempt",172.16.116.194,33102,131.84.1.31,80,59902
04/16-15:46:53.339777 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59906
04/16-15:46:53.343487 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59907
04/16-15:46:53.343731 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59908
04/16-15:46:53.372002 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59912
04/16-15:46:53.382045 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59917
04/16-15:46:53.392011 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59922
04/16-15:46:53.402911 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59926
04/16-15:46:53.407814 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59927
04/16-15:46:53.408184 ,"TELNET connection attempt",172.16.116.194,33103,131.84.1.31,80,59928
04/16-15:46:53.427803 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59936
04/16-15:46:53.432189 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59937
04/16-15:46:53.432441 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59938
04/16-15:46:53.462015 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59941
04/16-15:46:53.472041 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59945
04/16-15:46:53.482013 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59949
04/16-15:46:53.487974 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59950
04/16-15:46:53.488331 ,"TELNET connection attempt",172.16.116.194,33104,131.84.1.31,80,59951
04/16-15:46:53.498482 ,"TELNET connection attempt",172.16.116.194,33105,131.84.1.31,80,59956
04/16-15:46:53.502856 ,"TELNET connection attempt",172.16.116.194,33105,131.84.1.31,80,59957
04/16-15:46:53.503092 ,"TELNET connection attempt",172.16.116.194,33105,131.84.1.31,80,59958
04/16-15:46:53.532011 ,"TELNET connection attempt",172.16.116.194,33105,131.84.1.31,80,59961
04/16-15:46:53.538740 ,"TELNET connection attempt",172.16.116.194,33105,131.84.1.31,80,59963
04/16-15:46:53.539098 ,"TELNET connection attempt",172.16.116.194,33105,131.84.1.31,80,59964
04/16-15:46:53.543634 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59968
04/16-15:46:53.546590 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59969
04/16-15:46:53.546818 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59970
04/16-15:46:53.571998 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59974
04/16-15:46:53.582005 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59978
04/16-15:46:53.585683 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59979
04/16-15:46:53.586026 ,"TELNET connection attempt",172.16.116.194,33106,131.84.1.31,80,59980
04/16-15:47:02.789943 ,"TELNET connection attempt",172.16.113.148,33108,206.246.131.226,80,60173
04/16-15:47:02.795166 ,"TELNET connection attempt",172.16.113.148,33108,206.246.131.226,80,60174
04/16-15:47:02.795455 ,"TELNET connection attempt",172.16.113.148,33108,206.246.131.226,80,60175
04/16-15:47:02.815349 ,"TELNET connection attempt",172.16.113.148,33108,206.246.131.226,80,60177
04/16-15:47:02.815720 ,"TELNET connection attempt",172.16.113.148,33108,206.246.131.226,80,60178
04/16-15:47:02.822005 ,"TELNET connection attempt",172.16.113.148,33109,206.246.131.226,80,60182
04/16-15:47:02.827185 ,"TELNET connection attempt",172.16.113.148,33109,206.246.131.226,80,60183
04/16-15:47:02.827476 ,"TELNET connection attempt",172.16.113.148,33109,206.246.131.226,80,60184
04/16-15:47:02.883658 ,"TELNET connection attempt",172.16.113.148,33109,206.246.131.226,80,60188
04/16-15:47:02.884023 ,"TELNET connection attempt",172.16.113.148,33109,206.246.131.226,80,60189
04/16-15:47:02.892283 ,"TELNET connection attempt",172.16.113.148,33110,206.246.131.226,80,60193
04/16-15:47:02.897429 ,"TELNET connection attempt",172.16.113.148,33110,206.246.131.226,80,60194
04/16-15:47:02.897796 ,"TELNET connection attempt",172.16.113.148,33110,206.246.131.226,80,60195
04/16-15:47:02.921107 ,"TELNET connection attempt",172.16.113.148,33110,206.246.131.226,80,60201
04/16-15:47:02.921467 ,"TELNET connection attempt",172.16.113.148,33110,206.246.131.226,80,60202
04/16-15:47:02.926343 ,"TELNET connection attempt",172.16.113.148,33111,206.246.131.226,80,60206
04/16-15:47:02.930699 ,"TELNET connection attempt",172.16.113.148,33111,206.246.131.226,80,60207
04/16-15:47:02.931040 ,"TELNET connection attempt",172.16.113.148,33111,206.246.131.226,80,60208
04/16-15:47:02.950626 ,"TELNET connection attempt",172.16.113.148,33111,206.246.131.226,80,60210
04/16-15:47:02.950983 ,"TELNET connection attempt",172.16.113.148,33111,206.246.131.226,80,60211
04/16-15:47:02.955555 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60215
04/16-15:47:02.960220 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60216
04/16-15:47:02.960549 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60217
04/16-15:47:02.985076 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60220
04/16-15:47:02.992521 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60222
04/16-15:47:02.992601 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60223
04/16-15:47:02.992944 ,"TELNET connection attempt",172.16.113.148,33112,206.246.131.226,80,60224
04/16-15:47:02.998159 ,"TELNET connection attempt",172.16.113.148,33113,207.211.106.40,80,60228
04/16-15:47:03.001752 ,"TELNET connection attempt",172.16.113.148,33113,207.211.106.40,80,60229
04/16-15:47:03.002112 ,"TELNET connection attempt",172.16.113.148,33113,207.211.106.40,80,60230
04/16-15:47:03.018602 ,"TELNET connection attempt",172.16.113.148,33113,207.211.106.40,80,60232
04/16-15:47:03.018952 ,"TELNET connection attempt",172.16.113.148,33113,207.211.106.40,80,60233
04/16-15:47:03.022674 ,"TELNET connection attempt",172.16.113.148,33114,206.246.131.226,80,60236
04/16-15:47:03.026912 ,"TELNET connection attempt",172.16.113.148,33114,206.246.131.226,80,60237
04/16-15:47:03.027226 ,"TELNET connection attempt",172.16.113.148,33114,206.246.131.226,80,60238
04/16-15:47:03.047900 ,"TELNET connection attempt",172.16.113.148,33114,206.246.131.226,80,60241
04/16-15:47:03.048259 ,"TELNET connection attempt",172.16.113.148,33114,206.246.131.226,80,60242
04/16-15:47:03.058642 ,"TELNET connection attempt",172.16.113.148,33115,206.246.131.226,80,60247
04/16-15:47:03.063805 ,"TELNET connection attempt",172.16.113.148,33115,206.246.131.226,80,60248
04/16-15:47:03.064152 ,"TELNET connection attempt",172.16.113.148,33115,206.246.131.226,80,60249
04/16-15:47:03.092121 ,"TELNET connection attempt",172.16.113.148,33115,206.246.131.226,80,60252
04/16-15:47:03.097062 ,"TELNET connection attempt",172.16.113.148,33115,206.246.131.226,80,60254
04/16-15:47:03.097433 ,"TELNET connection attempt",172.16.113.148,33115,206.246.131.226,80,60255
04/16-15:47:03.101428 ,"TELNET connection attempt",172.16.113.148,33116,206.246.131.226,80,60259
04/16-15:47:03.106458 ,"TELNET connection attempt",172.16.113.148,33116,206.246.131.226,80,60260
04/16-15:47:03.106827 ,"TELNET connection attempt",172.16.113.148,33116,206.246.131.226,80,60261
04/16-15:47:03.132120 ,"TELNET connection attempt",172.16.113.148,33116,206.246.131.226,80,60265
04/16-15:47:03.137190 ,"TELNET connection attempt",172.16.113.148,33116,206.246.131.226,80,60267
04/16-15:47:03.137417 ,"TELNET connection attempt",172.16.113.148,33116,206.246.131.226,80,60268
04/16-15:47:03.141436 ,"TELNET connection attempt",172.16.113.148,33117,206.246.131.226,80,60272
04/16-15:47:03.146433 ,"TELNET connection attempt",172.16.113.148,33117,206.246.131.226,80,60273
04/16-15:47:03.146753 ,"TELNET connection attempt",172.16.113.148,33117,206.246.131.226,80,60274
04/16-15:47:03.176382 ,"TELNET connection attempt",172.16.113.148,33117,206.246.131.226,80,60277
04/16-15:47:03.176738 ,"TELNET connection attempt",172.16.113.148,33117,206.246.131.226,80,60278
04/16-15:47:03.181580 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60282
04/16-15:47:03.185945 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60284
04/16-15:47:03.186249 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60285
04/16-15:47:03.222112 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60288
04/16-15:47:03.232121 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60292
04/16-15:47:03.240563 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60294
04/16-15:47:03.240815 ,"TELNET connection attempt",172.16.113.148,33118,206.246.131.226,80,60295
04/16-15:47:03.287917 ,"TELNET connection attempt",172.16.113.148,33119,206.246.131.226,80,60303
04/16-15:47:03.293120 ,"TELNET connection attempt",172.16.113.148,33119,206.246.131.226,80,60304
04/16-15:47:03.293452 ,"TELNET connection attempt",172.16.113.148,33119,206.246.131.226,80,60305
04/16-15:47:03.332136 ,"TELNET connection attempt",172.16.113.148,33119,206.246.131.226,80,60309
04/16-15:47:03.336651 ,"TELNET connection attempt",172.16.113.148,33119,206.246.131.226,80,60312
04/16-15:47:03.337035 ,"TELNET connection attempt",172.16.113.148,33119,206.246.131.226,80,60313
04/16-15:47:03.343392 ,"TELNET connection attempt",172.16.113.148,33120,206.246.131.226,80,60317
04/16-15:47:03.348610 ,"TELNET connection attempt",172.16.113.148,33120,206.246.131.226,80,60318
04/16-15:47:03.348935 ,"TELNET connection attempt",172.16.113.148,33120,206.246.131.226,80,60319
04/16-15:47:03.369173 ,"TELNET connection attempt",172.16.113.148,33120,206.246.131.226,80,60322
04/16-15:47:03.369563 ,"TELNET connection attempt",172.16.113.148,33120,206.246.131.226,80,60323
04/16-15:47:03.376723 ,"TELNET connection attempt",172.16.113.148,33121,206.246.131.226,80,60327
04/16-15:47:03.381911 ,"TELNET connection attempt",172.16.113.148,33121,206.246.131.226,80,60328
04/16-15:47:03.382236 ,"TELNET connection attempt",172.16.113.148,33121,206.246.131.226,80,60329
04/16-15:47:03.401150 ,"TELNET connection attempt",172.16.113.148,33121,206.246.131.226,80,60334
04/16-15:47:03.401522 ,"TELNET connection attempt",172.16.113.148,33121,206.246.131.226,80,60335
04/16-15:47:03.410035 ,"TELNET connection attempt",172.16.113.148,33122,206.246.131.226,80,60340
04/16-15:47:03.415173 ,"TELNET connection attempt",172.16.113.148,33122,206.246.131.226,80,60341
04/16-15:47:03.415510 ,"TELNET connection attempt",172.16.113.148,33122,206.246.131.226,80,60342
04/16-15:47:03.446672 ,"TELNET connection attempt",172.16.113.148,33122,206.246.131.226,80,60345
04/16-15:47:03.447023 ,"TELNET connection attempt",172.16.113.148,33122,206.246.131.226,80,60346
04/16-15:47:07.276595 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60425
04/16-15:47:07.277493 ,"TELNET connection attempt",172.16.117.132,33125,209.22.120.220,80,60426
04/16-15:47:07.282833 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60427
04/16-15:47:07.283036 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60428
04/16-15:47:07.286992 ,"TELNET connection attempt",172.16.117.132,33125,209.22.120.220,80,60429
04/16-15:47:07.287231 ,"TELNET connection attempt",172.16.117.132,33125,209.22.120.220,80,60430
04/16-15:47:07.352176 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60434
04/16-15:47:07.362404 ,"TELNET connection attempt",172.16.117.132,33125,209.22.120.220,80,60438
04/16-15:47:07.362672 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60440
04/16-15:47:07.362899 ,"TELNET connection attempt",172.16.117.132,33125,209.22.120.220,80,60441
04/16-15:47:07.373161 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60449
04/16-15:47:07.373332 ,"TELNET connection attempt",172.16.117.132,33126,209.22.120.220,80,60450
04/16-15:47:07.381169 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60451
04/16-15:47:07.381238 ,"TELNET connection attempt",172.16.117.132,33126,209.22.120.220,80,60452
04/16-15:47:07.381492 ,"TELNET connection attempt",172.16.117.132,33126,209.22.120.220,80,60453
04/16-15:47:07.381682 ,"TELNET connection attempt",172.16.116.194,33124,209.185.151.128,80,60454
04/16-15:47:07.404154 ,"TELNET connection attempt",172.16.117.132,33126,209.22.120.220,80,60462
04/16-15:47:07.404453 ,"TELNET connection attempt",172.16.117.132,33126,209.22.120.220,80,60463
04/16-15:47:07.505134 ,"TELNET connection attempt",172.16.116.194,33127,209.185.151.129,80,60469
04/16-15:47:07.509158 ,"TELNET connection attempt",172.16.116.194,33127,209.185.151.129,80,60470
04/16-15:47:07.509399 ,"TELNET connection attempt",172.16.116.194,33127,209.185.151.129,80,60471
04/16-15:47:07.542192 ,"TELNET connection attempt",172.16.116.194,33127,209.185.151.129,80,60475
04/16-15:47:07.547829 ,"TELNET connection attempt",172.16.116.194,33127,209.185.151.129,80,60477
04/16-15:47:07.548162 ,"TELNET connection attempt",172.16.116.194,33127,209.185.151.129,80,60478
04/16-15:47:07.553193 ,"TELNET connection attempt",172.16.116.194,33128,209.185.151.129,80,60482
04/16-15:47:07.557220 ,"TELNET connection attempt",172.16.116.194,33128,209.185.151.129,80,60483
04/16-15:47:07.557452 ,"TELNET connection attempt",172.16.116.194,33128,209.185.151.129,80,60484
04/16-15:47:07.575451 ,"TELNET connection attempt",172.16.116.194,33128,209.185.151.129,80,60487
04/16-15:47:07.575808 ,"TELNET connection attempt",172.16.116.194,33128,209.185.151.129,80,60488
04/16-15:47:07.580480 ,"TELNET connection attempt",172.16.116.194,33129,209.185.151.129,80,60492
04/16-15:47:07.582652 ,"TELNET connection attempt",172.16.116.194,33129,209.185.151.129,80,60493
04/16-15:47:07.582890 ,"TELNET connection attempt",172.16.116.194,33129,209.185.151.129,80,60494
04/16-15:47:07.600704 ,"TELNET connection attempt",172.16.116.194,33129,209.185.151.129,80,60497
04/16-15:47:07.601071 ,"TELNET connection attempt",172.16.116.194,33129,209.185.151.129,80,60498
04/16-15:47:07.606249 ,"TELNET connection attempt",172.16.116.194,33130,209.185.151.129,80,60502
04/16-15:47:07.610209 ,"TELNET connection attempt",172.16.116.194,33130,209.185.151.129,80,60503
04/16-15:47:07.610457 ,"TELNET connection attempt",172.16.116.194,33130,209.185.151.129,80,60504
04/16-15:47:07.628183 ,"TELNET connection attempt",172.16.116.194,33130,209.185.151.129,80,60507
04/16-15:47:07.628591 ,"TELNET connection attempt",172.16.116.194,33130,209.185.151.129,80,60508
04/16-15:47:07.633565 ,"TELNET connection attempt",172.16.116.194,33131,209.185.151.129,80,60512
04/16-15:47:07.635373 ,"TELNET connection attempt",172.16.116.194,33131,209.185.151.129,80,60513
04/16-15:47:07.635626 ,"TELNET connection attempt",172.16.116.194,33131,209.185.151.129,80,60514
04/16-15:47:07.652710 ,"TELNET connection attempt",172.16.116.194,33131,209.185.151.129,80,60517
04/16-15:47:07.653082 ,"TELNET connection attempt",172.16.116.194,33131,209.185.151.129,80,60518
04/16-15:47:07.658539 ,"TELNET connection attempt",172.16.116.194,33132,209.185.151.129,80,60522
04/16-15:47:07.662529 ,"TELNET connection attempt",172.16.116.194,33132,209.185.151.129,80,60523
04/16-15:47:07.662757 ,"TELNET connection attempt",172.16.116.194,33132,209.185.151.129,80,60524
04/16-15:47:07.696476 ,"TELNET connection attempt",172.16.116.194,33132,209.185.151.129,80,60527
04/16-15:47:07.696841 ,"TELNET connection attempt",172.16.116.194,33132,209.185.151.129,80,60528
04/16-15:47:07.701888 ,"TELNET connection attempt",172.16.116.194,33133,209.185.151.129,80,60532
04/16-15:47:07.703603 ,"TELNET connection attempt",172.16.116.194,33133,209.185.151.129,80,60533
04/16-15:47:07.703844 ,"TELNET connection attempt",172.16.116.194,33133,209.185.151.129,80,60534
04/16-15:47:07.728503 ,"TELNET connection attempt",172.16.116.194,33133,209.185.151.129,80,60537
04/16-15:47:07.728870 ,"TELNET connection attempt",172.16.116.194,33133,209.185.151.129,80,60538
04/16-15:47:07.734099 ,"TELNET connection attempt",172.16.116.194,33134,209.185.151.129,80,60542
04/16-15:47:07.738060 ,"TELNET connection attempt",172.16.116.194,33134,209.185.151.129,80,60543
04/16-15:47:07.738307 ,"TELNET connection attempt",172.16.116.194,33134,209.185.151.129,80,60544
04/16-15:47:07.757765 ,"TELNET connection attempt",172.16.116.194,33134,209.185.151.129,80,60547
04/16-15:47:07.758118 ,"TELNET connection attempt",172.16.116.194,33134,209.185.151.129,80,60548
04/16-15:47:07.764238 ,"TELNET connection attempt",172.16.116.194,33135,209.185.151.129,80,60552
04/16-15:47:07.768211 ,"TELNET connection attempt",172.16.116.194,33135,209.185.151.129,80,60553
04/16-15:47:07.768452 ,"TELNET connection attempt",172.16.116.194,33135,209.185.151.129,80,60554
04/16-15:47:07.786448 ,"TELNET connection attempt",172.16.116.194,33135,209.185.151.129,80,60557
04/16-15:47:07.786813 ,"TELNET connection attempt",172.16.116.194,33135,209.185.151.129,80,60558
04/16-15:47:07.792601 ,"TELNET connection attempt",172.16.116.194,33136,209.185.151.129,80,60562
04/16-15:47:07.796623 ,"TELNET connection attempt",172.16.116.194,33136,209.185.151.129,80,60563
04/16-15:47:07.796880 ,"TELNET connection attempt",172.16.116.194,33136,209.185.151.129,80,60564
04/16-15:47:07.815914 ,"TELNET connection attempt",172.16.116.194,33136,209.185.151.129,80,60566
04/16-15:47:07.816286 ,"TELNET connection attempt",172.16.116.194,33136,209.185.151.129,80,60567
04/16-15:47:13.437637 ,"TELNET connection attempt",172.16.116.194,33137,131.84.1.31,80,60684
04/16-15:47:13.442074 ,"TELNET connection attempt",172.16.116.194,33137,131.84.1.31,80,60685
04/16-15:47:13.442262 ,"TELNET connection attempt",172.16.116.194,33137,131.84.1.31,80,60686
04/16-15:47:13.472234 ,"TELNET connection attempt",172.16.116.194,33137,131.84.1.31,80,60692
04/16-15:47:13.476712 ,"TELNET connection attempt",172.16.116.194,33137,131.84.1.31,80,60694
04/16-15:47:13.477088 ,"TELNET connection attempt",172.16.116.194,33137,131.84.1.31,80,60695
